,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
10,WUS-Women US A,2024,Angel City,Jasmyne Spencer,USA,DF,33,1990,18.1,0,13,5,38.5,0.72,0.28,0.0,0.0,19.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7,WUS-Women US A,2024,USA,DF,33,1990,18.1,699,868,80.5,10892,3732,381,426,89.4,290,354,81.9,21,58,36.2,0,0.5,0.6,-0.5,6,32,6,2,51,WUS-Women US A,2024,USA,DF,33,1990,18.1,868,650,216,18,0,0,35,198,0,0,0,0,699,2,16,WUS-Women US A,2024,USA,DF,33,1990,18.1,20,1.11,15,0,1,2,1,1,1,0.06,0,0,1,0,0,0,WUS-Women US A,2024,USA,DF,33,1990,18.1,52,32,32,16,4,30,54,55.6,24,24,6,18,22,74,47,0,WUS-Women US A,2024,USA,DF,33,1990,18.1,1122,46,369,497,262,32,1122,59,21,35.6,35,59.3,545,2754,1489,42,24,14,33,19,617,82,WUS-Women US A,2024,USA,DF,33,1990,18.1,4,0,0,24,29,2,35,22,32,0,0,0,59,6,9,40.0,WUS-Women US A,2024,USA,DF,33,1990,24,1626,68,69.5,18.1,16,86,11,8,32,2,1.0,21,28,-7,-0.39,0.37,23.7,28.0,-4.4,-0.24,0.07
11,WUS-Women US A,2024,Angel City,Katie Johnson,MEX,FW,29,1994,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,MEX,FW,29,1994,1.0,26,39,66.7,507,166,10,13,76.9,9,15,60.0,6,7,85.7,0,0.1,0.2,-0.1,3,5,4,2,9,WUS-Women US A,2024,MEX,FW,29,1994,1.0,39,37,2,0,1,0,4,0,0,0,0,0,26,0,2,WUS-Women US A,2024,MEX,FW,29,1994,1.0,3,3.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,MEX,FW,29,1994,1.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,WUS-Women US A,2024,MEX,FW,29,1994,1.0,49,1,3,26,21,0,49,0,0,,0,,31,97,44,0,0,0,5,2,41,13,WUS-Women US A,2024,MEX,FW,29,1994,1.0,1,0,0,5,2,1,4,0,1,0,0,0,3,3,4,42.9,WUS-Women US A,2024,MEX,FW,29,1994,5,89,18,3.8,1.0,0,,0,5,18,12,1.4,0,2,-2,-2.02,-1.58,0.4,1.2,-0.8,-0.8,-0.56
12,WUS-Women US A,2024,Angel City,Katie Zelem,ENG,MF,28,1996,8.3,0,10,1,10.0,1.21,0.12,0.0,0.0,19.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,WUS-Women US A,2024,ENG,MF,28,1996,8.3,411,548,75.0,7094,2050,169,199,84.9,186,229,81.2,39,84,46.4,1,0.8,1.0,0.2,12,38,8,3,40,WUS-Women US A,2024,ENG,MF,28,1996,8.3,548,494,50,15,1,0,34,2,30,14,8,0,411,4,6,WUS-Women US A,2024,ENG,MF,28,1996,8.3,34,4.11,20,12,1,1,0,0,2,0.24,1,0,1,0,0,0,WUS-Women US A,2024,ENG,MF,28,1996,8.3,24,15,11,10,3,6,13,46.2,7,11,2,9,8,32,16,0,WUS-Women US A,2024,ENG,MF,28,1996,8.3,626,33,169,328,134,7,626,9,7,77.8,2,22.2,316,1191,418,4,6,0,9,10,405,10,WUS-Women US A,2024,ENG,MF,28,1996,8.3,2,0,0,12,5,0,34,8,15,0,0,0,47,12,10,54.5,WUS-Women US A,2024,ENG,MF,28,1996,10,744,74,31.8,8.3,8,84,5,2,36,0,1.2,9,14,-5,-0.6,-0.15,10.8,11.8,-1.0,-0.12,0.21
13,WUS-Women US A,2024,Angel City,Kennedy Fuller,USA,MF,16,2007,10.9,1,20,6,30.0,1.84,0.55,0.05,0.17,14.1,0,0,0,1.7,1.7,0.08,-0.7,-0.7,WUS-Women US A,2024,USA,MF,16,2007,10.9,162,251,64.5,2054,594,108,136,79.4,41,69,59.4,4,17,23.5,0,0.9,1.3,-0.9,8,12,6,1,20,WUS-Women US A,2024,USA,MF,16,2007,10.9,251,233,15,1,1,0,8,1,0,0,0,0,162,3,10,WUS-Women US A,2024,USA,MF,16,2007,10.9,23,2.12,15,0,1,5,2,0,1,0.09,1,0,0,0,0,0,WUS-Women US A,2024,USA,MF,16,2007,10.9,22,11,9,8,5,11,21,52.4,10,13,0,13,8,30,11,0,WUS-Women US A,2024,USA,MF,16,2007,10.9,375,12,68,178,131,36,375,10,4,40.0,5,50.0,188,1076,447,12,5,2,13,12,218,33,WUS-Women US A,2024,USA,MF,16,2007,10.9,1,0,0,8,29,1,8,8,11,0,0,0,42,7,13,35.0,WUS-Women US A,2024,USA,MF,16,2007,19,979,52,41.8,10.9,10,82,4,9,17,4,1.16,13,20,-7,-0.64,-0.25,16.2,18.4,-2.2,-0.2,0.11
14,WUS-Women US A,2024,Angel City,Lily Nabet,USA,MF,24,1999,7.8,0,3,1,33.3,0.38,0.13,0.0,0.0,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,WUS-Women US A,2024,USA,MF,24,1999,7.8,243,311,78.1,3705,1120,132,163,81.0,97,116,83.6,8,14,57.1,0,0.1,0.2,-0.1,3,16,0,0,24,WUS-Women US A,2024,USA,MF,24,1999,7.8,311,306,4,4,0,1,2,0,0,0,0,0,243,1,12,WUS-Women US A,2024,USA,MF,24,1999,7.8,7,0.9,6,0,1,0,0,0,2,0.26,2,0,0,0,0,0,WUS-Women US A,2024,USA,MF,24,1999,7.8,11,7,2,9,0,5,11,45.5,6,9,4,5,10,21,15,0,WUS-Women US A,2024,USA,MF,24,1999,7.8,396,23,126,214,57,9,396,11,5,45.5,5,45.5,207,639,149,1,2,0,15,6,239,8,WUS-Women US A,2024,USA,MF,24,1999,7.8,4,0,0,11,10,0,2,10,7,0,0,0,32,8,9,47.1,WUS-Women US A,2024,USA,MF,24,1999,13,704,54,30.1,7.8,8,77,2,5,17,13,1.15,8,10,-2,-0.26,0.35,9.7,12.1,-2.3,-0.3,-0.05
15,WUS-Women US A,2024,Angel City,Madison Curry,USA,DF,23,2001,17.7,1,17,4,23.5,0.96,0.23,0.06,0.25,15.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1,WUS-Women US A,2024,USA,DF,23,2001,17.7,763,1015,75.2,12749,5263,357,418,85.4,360,444,81.1,37,98,37.8,1,0.6,0.9,0.4,7,60,11,2,78,WUS-Women US A,2024,USA,DF,23,2001,17.7,1015,854,156,23,0,3,14,133,0,0,0,0,763,5,30,WUS-Women US A,2024,USA,DF,23,2001,17.7,29,1.64,17,2,1,3,3,3,5,0.28,3,0,0,0,1,1,WUS-Women US A,2024,USA,DF,23,2001,17.7,74,43,50,17,7,39,60,65.0,21,35,7,28,44,118,88,3,WUS-Women US A,2024,USA,DF,23,2001,17.7,1310,123,596,563,162,20,1310,23,13,56.5,9,39.1,655,3117,1812,25,20,4,16,11,703,20,WUS-Women US A,2024,USA,DF,23,2001,17.7,5,0,0,25,16,0,14,44,43,0,0,0,73,12,17,41.4,WUS-Women US A,2024,USA,DF,23,2001,22,1591,72,68.0,17.7,20,78,11,2,11,1,1.23,22,28,-6,-0.34,0.5,22.8,27.4,-4.5,-0.26,0.02
16,WUS-Women US A,2024,Angel City,Madison Hammond,USA,MF,26,1997,15.4,0,9,2,22.2,0.59,0.13,0.0,0.0,17.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,WUS-Women US A,2024,USA,MF,26,1997,15.4,576,704,81.8,9685,2642,282,326,86.5,233,275,84.7,48,68,70.6,0,0.3,0.5,-0.3,7,56,5,0,67,WUS-Women US A,2024,USA,MF,26,1997,15.4,704,693,6,4,2,5,2,2,0,0,0,0,576,5,12,WUS-Women US A,2024,USA,MF,26,1997,15.4,25,1.62,23,0,0,1,0,1,3,0.19,3,0,0,0,0,0,WUS-Women US A,2024,USA,MF,26,1997,15.4,26,15,13,11,2,15,24,62.5,9,24,7,17,17,43,21,0,WUS-Women US A,2024,USA,MF,26,1997,15.4,844,41,257,482,116,20,844,15,10,66.7,4,26.7,449,1578,617,6,15,2,17,21,562,12,WUS-Women US A,2024,USA,MF,26,1997,15.4,5,0,0,20,10,0,2,17,15,0,0,0,92,14,13,51.9,WUS-Women US A,2024,USA,MF,26,1997,23,1384,60,59.1,15.4,15,82,8,8,19,1,1.09,17,22,-5,-0.33,0.43,22.0,22.5,-0.5,-0.03,0.57
17,WUS-Women US A,2024,Angel City,Mary Vignola,USA,"DF,FW",25,1998,9.2,1,11,7,63.6,1.2,0.76,0.09,0.14,13.7,0,0,0,1.0,1.0,0.09,0.0,0.0,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,327,453,72.2,5892,1975,116,148,78.4,186,241,77.2,22,41,53.7,2,2.1,1.6,-0.1,9,15,5,2,33,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,453,355,96,10,0,0,26,85,1,0,1,0,327,2,13,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,18,1.96,11,1,1,4,0,1,3,0.33,3,0,0,0,0,0,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,19,15,10,5,4,9,13,69.2,4,14,2,12,16,35,36,1,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,601,28,183,247,178,31,601,31,13,41.9,17,54.8,304,2224,1212,42,18,9,14,15,301,51,WUS-Women US A,2024,USA,"DF,FW",25,1998,9.2,0,0,0,12,5,1,26,16,15,0,0,0,46,4,15,21.1,WUS-Women US A,2024,USA,"DF,FW",25,1998,17,827,49,35.3,9.2,10,68,4,7,21,2,1.0,8,15,-7,-0.76,-0.4,13.9,12.7,1.2,0.13,0.61
18,WUS-Women US A,2024,Angel City,Megan Reid,USA,DF,27,1996,20.0,0,12,2,16.7,0.6,0.1,0.0,0.0,9.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,WUS-Women US A,2024,USA,DF,27,1996,20.0,975,1138,85.7,19488,6715,273,317,86.1,616,660,93.3,86,146,58.9,0,0.2,0.3,-0.2,2,39,2,0,52,WUS-Women US A,2024,USA,DF,27,1996,20.0,1138,1073,60,44,1,5,3,15,0,0,0,0,975,5,8,WUS-Women US A,2024,USA,DF,27,1996,20.0,15,0.75,10,2,0,2,0,1,1,0.05,1,0,0,0,0,0,WUS-Women US A,2024,USA,DF,27,1996,20.0,28,23,21,6,1,9,12,75.0,3,26,19,7,20,48,125,2,WUS-Women US A,2024,USA,DF,27,1996,20.0,1358,228,825,493,43,20,1358,0,0,,0,,739,2635,1171,3,2,0,8,5,882,1,WUS-Women US A,2024,USA,DF,27,1996,20.0,3,0,0,7,6,0,3,20,23,0,1,0,71,22,20,52.4,WUS-Women US A,2024,USA,DF,27,1996,23,1797,78,76.8,20.0,19,90,19,4,22,2,1.13,25,30,-5,-0.25,1.08,25.6,32.9,-7.3,-0.36,-0.44
19,WUS-Women US A,2024,Angel City,Meggie Dougherty Howard,USA,MF,28,1995,12.9,1,17,9,52.9,1.31,0.7,0.06,0.11,19.8,0,0,0,1.5,1.5,0.09,-0.5,-0.5,WUS-Women US A,2024,USA,MF,28,1995,12.9,370,504,73.4,5924,1649,202,240,84.2,131,178,73.6,26,60,43.3,2,1.9,1.2,0.1,12,31,11,2,56,WUS-Women US A,2024,USA,MF,28,1995,12.9,504,483,18,6,4,0,18,2,4,2,2,0,370,3,10,WUS-Women US A,2024,USA,MF,28,1995,12.9,27,2.09,20,2,0,3,1,1,5,0.39,3,0,0,1,1,0,WUS-Women US A,2024,USA,MF,28,1995,12.9,22,13,8,11,3,9,19,47.4,10,9,2,7,13,35,14,1,WUS-Women US A,2024,USA,MF,28,1995,12.9,633,17,109,335,199,20,633,14,7,50.0,3,21.4,374,1545,604,15,10,0,22,24,450,53,WUS-Women US A,2024,USA,MF,28,1995,12.9,2,0,0,21,23,0,18,13,13,1,0,0,55,5,6,45.5,WUS-Women US A,2024,USA,MF,28,1995,18,1165,65,49.8,12.9,14,78,4,4,17,4,1.06,16,22,-6,-0.46,0.07,15.8,19.5,-3.8,-0.29,-0.05
20,WUS-Women US A,2024,Angel City,Merritt Mathias,USA,DF,33,1990,4.1,0,2,1,50.0,0.49,0.24,0.0,0.0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,WUS-Women US A,2024,USA,DF,33,1990,4.1,169,242,69.8,3082,1482,66,88,75.0,90,113,79.6,12,35,34.3,0,1.5,0.7,-1.5,7,13,1,1,12,WUS-Women US A,2024,USA,DF,33,1990,4.1,242,154,85,8,0,0,21,66,11,5,5,0,169,3,2,WUS-Women US A,2024,USA,DF,33,1990,4.1,9,2.18,3,5,1,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,33,1990,4.1,12,6,8,3,1,3,5,60.0,2,3,0,3,3,15,20,1,WUS-Women US A,2024,USA,DF,33,1990,4.1,302,18,118,105,80,1,302,9,2,22.2,6,66.7,105,430,148,6,2,0,7,7,132,13,WUS-Women US A,2024,USA,DF,33,1990,4.1,1,0,0,1,3,1,21,3,6,0,0,0,14,5,2,71.4,WUS-Women US A,2024,USA,DF,33,1990,13,371,29,15.9,4.1,3,65,0,10,18,2,0.92,3,7,-4,-0.97,-0.56,5.7,8.3,-2.6,-0.63,-0.43
21,WUS-Women US A,2024,Angel City,Messiah Bright,USA,"FW,MF",24,2000,7.6,1,18,7,38.9,2.36,0.92,0.06,0.14,12.1,0,0,0,2.8,2.8,0.16,-1.8,-1.8,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,102,159,64.2,1455,437,61,80,76.3,36,53,67.9,2,8,25.0,0,0.5,1.2,-0.5,9,7,10,1,25,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,159,153,5,0,1,1,8,1,0,0,0,0,102,1,10,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,21,2.75,15,0,3,2,1,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,11,7,5,4,2,3,8,37.5,5,6,0,6,2,13,11,0,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,296,11,32,126,143,45,296,27,7,25.9,19,70.4,161,820,261,14,4,8,37,23,200,43,WUS-Women US A,2024,USA,"FW,MF",24,2000,7.6,2,0,0,14,4,8,8,2,7,0,0,0,20,28,20,58.3,WUS-Women US A,2024,USA,"FW,MF",24,2000,21,687,33,29.4,7.6,7,61,0,14,18,4,0.81,9,9,0,0.0,0.71,11.5,11.8,-0.3,-0.04,0.32
22,WUS-Women US A,2024,Angel City,Paige Nielsen,USA,DF,30,1993,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,12.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,WUS-Women US A,2024,USA,DF,30,1993,3.0,173,222,77.9,3458,1230,42,54,77.8,114,127,89.8,17,35,48.6,0,0.0,0.0,0.0,0,16,1,1,9,WUS-Women US A,2024,USA,DF,30,1993,3.0,222,214,6,6,0,0,2,0,0,0,0,0,173,2,2,WUS-Women US A,2024,USA,DF,30,1993,3.0,2,0.67,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,30,1993,3.0,8,3,6,2,0,5,10,50.0,5,4,2,2,2,10,20,2,WUS-Women US A,2024,USA,DF,30,1993,3.0,267,29,152,104,11,6,267,0,0,,0,,165,788,460,3,0,0,2,4,171,1,WUS-Women US A,2024,USA,DF,30,1993,3.0,1,0,0,1,1,0,2,2,3,0,0,0,19,6,6,50.0,WUS-Women US A,2024,USA,DF,30,1993,3,270,90,11.5,3.0,3,90,3,0,,1,0.33,3,6,-3,-1.0,-0.57,4.9,4.1,0.8,0.27,0.61
23,WUS-Women US A,2024,Angel City,Raquel Rodríguez,CRC,MF,30,1993,12.7,1,17,6,35.3,1.34,0.47,0.06,0.17,18.4,0,0,0,1.7,1.7,0.1,-0.7,-0.7,WUS-Women US A,2024,CRC,MF,30,1993,12.7,490,628,78.0,7879,2413,248,293,84.6,192,241,79.7,35,58,60.3,0,0.5,1.2,-0.5,4,51,8,0,68,WUS-Women US A,2024,CRC,MF,30,1993,12.7,628,618,9,3,5,1,3,0,0,0,0,0,490,1,14,WUS-Women US A,2024,CRC,MF,30,1993,12.7,22,1.74,17,1,0,2,0,2,1,0.08,1,0,0,0,0,0,WUS-Women US A,2024,CRC,MF,30,1993,12.7,39,22,18,15,6,17,28,60.7,11,14,1,13,16,55,30,0,WUS-Women US A,2024,CRC,MF,30,1993,12.7,799,38,220,439,150,22,799,28,10,35.7,16,57.1,401,1833,769,12,12,2,27,18,515,28,WUS-Women US A,2024,CRC,MF,30,1993,12.7,3,0,0,31,19,0,3,16,22,0,0,0,86,17,4,81.0,WUS-Women US A,2024,CRC,MF,30,1993,20,1139,57,48.7,12.7,13,80,6,7,14,4,1.1,16,25,-9,-0.71,-0.41,15.3,25.6,-10.3,-0.81,-1.07
24,WUS-Women US A,2024,Angel City,Sarah Gorden,USA,DF,31,1992,22.8,0,3,1,33.3,0.13,0.04,0.0,0.0,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,WUS-Women US A,2024,USA,DF,31,1992,22.8,1257,1516,82.9,23321,8399,436,502,86.9,720,794,90.7,95,194,49.0,0,0.1,0.3,-0.1,2,102,1,0,105,WUS-Women US A,2024,USA,DF,31,1992,22.8,1516,1439,73,57,1,6,1,14,0,0,0,0,1257,4,15,WUS-Women US A,2024,USA,DF,31,1992,22.8,10,0.44,10,0,0,0,0,0,1,0.04,1,0,0,0,0,0,WUS-Women US A,2024,USA,DF,31,1992,22.8,30,21,21,6,3,17,21,81.0,4,20,13,7,21,51,85,2,WUS-Women US A,2024,USA,DF,31,1992,22.8,1697,176,927,710,69,3,1697,12,7,58.3,3,25.0,1067,6593,4006,33,15,1,19,13,1158,3,WUS-Women US A,2024,USA,DF,31,1992,22.8,0,0,0,8,26,0,1,21,21,0,0,0,168,13,19,40.6,WUS-Women US A,2024,USA,DF,31,1992,24,2056,86,87.9,22.8,24,86,22,0,,0,1.08,26,37,-11,-0.48,0.15,30.6,34.6,-3.9,-0.17,0.75
25,WUS-Women US A,2024,Angel City,Sydney Leroux,USA,FW,33,1990,19.3,7,32,15,46.9,1.66,0.78,0.22,0.47,10.8,0,0,0,6.9,6.9,0.22,0.1,0.1,WUS-Women US A,2024,USA,FW,33,1990,19.3,272,425,64.0,3490,533,182,243,74.9,72,128,56.3,5,13,38.5,1,0.7,0.5,0.3,9,14,1,1,20,WUS-Women US A,2024,USA,FW,33,1990,19.3,425,401,22,1,0,0,6,0,0,0,0,0,272,2,13,WUS-Women US A,2024,USA,FW,33,1990,19.3,26,1.35,17,0,1,7,0,1,1,0.05,1,0,0,0,0,0,WUS-Women US A,2024,USA,FW,33,1990,19.3,17,11,8,7,2,6,14,42.9,8,19,1,18,5,22,39,0,WUS-Women US A,2024,USA,FW,33,1990,19.3,615,37,92,315,213,66,615,20,7,35.0,13,65.0,271,848,227,4,4,3,43,20,401,90,WUS-Women US A,2024,USA,FW,33,1990,19.3,1,0,0,14,17,19,6,5,11,0,0,0,46,72,51,58.5,WUS-Women US A,2024,USA,FW,33,1990,25,1738,70,74.3,19.3,19,82,11,6,29,0,1.04,22,34,-12,-0.62,-0.47,25.8,32.3,-6.5,-0.34,-0.28
26,WUS-Women US A,2024,Bay FC,Abby Dahlkemper,USA,DF,30,1993,9.0,2,2,2,100.0,0.22,0.22,1.0,1.0,3.0,0,0,0,1.4,1.4,0.69,0.6,0.6,WUS-Women US A,2024,USA,DF,30,1993,9.0,374,456,82.0,8325,3596,75,84,89.3,234,252,92.9,64,113,56.6,0,0.2,0.1,-0.2,2,34,1,0,30,WUS-Women US A,2024,USA,DF,30,1993,9.0,456,430,24,21,0,2,0,3,0,0,0,0,374,2,0,WUS-Women US A,2024,USA,DF,30,1993,9.0,4,0.44,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,30,1993,9.0,11,6,8,1,2,4,6,66.7,2,11,10,1,10,21,33,0,WUS-Women US A,2024,USA,DF,30,1993,9.0,521,94,293,224,7,3,521,0,0,,0,,315,1562,871,0,1,0,0,0,359,0,WUS-Women US A,2024,USA,DF,30,1993,9.0,0,0,0,6,3,0,0,10,6,0,0,0,28,3,11,21.4,WUS-Women US A,2024,USA,DF,30,1993,9,810,90,34.6,9.0,9,90,9,0,,0,1.6,11,11,0,0.0,0.59,15.1,11.8,3.3,0.37,0.6
27,WUS-Women US A,2024,Bay FC,Alex Loera,USA,MF,24,1999,3.3,1,2,1,50.0,0.61,0.31,0.5,1.0,30.0,0,0,0,0.0,0.0,0.02,1.0,1.0,WUS-Women US A,2024,USA,MF,24,1999,3.3,123,161,76.4,2357,853,35,37,94.6,75,90,83.3,11,26,42.3,0,0.1,0.1,-0.1,2,17,0,0,20,WUS-Women US A,2024,USA,MF,24,1999,3.3,161,154,7,7,0,1,1,0,0,0,0,0,123,0,4,WUS-Women US A,2024,USA,MF,24,1999,3.3,5,1.53,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,MF,24,1999,3.3,10,6,5,4,1,5,8,62.5,3,8,2,6,3,13,8,0,WUS-Women US A,2024,USA,MF,24,1999,3.3,207,12,62,119,28,0,207,3,2,66.7,1,33.3,91,347,117,1,2,0,5,1,103,0,WUS-Women US A,2024,USA,MF,24,1999,3.3,1,0,0,7,6,0,1,3,6,0,0,0,25,3,2,60.0,WUS-Women US A,2024,USA,MF,24,1999,4,294,74,12.6,3.3,4,74,2,0,,0,1.5,7,7,0,0.0,0.44,4.3,5.8,-1.5,-0.47,-0.51
28,WUS-Women US A,2024,Bay FC,Alyssa Malonson,USA,DF,24,1999,15.0,0,7,2,28.6,0.47,0.13,0.0,0.0,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,WUS-Women US A,2024,USA,DF,24,1999,15.0,594,825,72.0,10050,3968,283,346,81.8,256,341,75.1,41,89,46.1,0,0.9,0.6,-0.9,14,58,10,2,70,WUS-Women US A,2024,USA,DF,24,1999,15.0,825,643,181,13,0,2,24,168,0,0,0,0,594,1,24,WUS-Women US A,2024,USA,DF,24,1999,15.0,33,2.2,27,2,1,1,0,2,2,0.13,2,0,0,0,0,0,WUS-Women US A,2024,USA,DF,24,1999,15.0,58,34,32,24,2,24,50,48.0,26,17,5,12,37,95,50,0,WUS-Women US A,2024,USA,DF,24,1999,15.0,1057,66,370,444,258,18,1057,31,10,32.3,19,61.3,482,2529,1423,41,27,8,32,13,494,54,WUS-Women US A,2024,USA,DF,24,1999,15.0,1,0,0,16,20,1,24,37,34,0,1,0,95,20,7,74.1,WUS-Women US A,2024,USA,DF,24,1999,22,1353,62,57.8,15.0,16,78,8,6,17,3,1.35,18,18,0,0.0,0.91,22.9,19.9,2.9,0.2,0.52
29,WUS-Women US A,2024,Bay FC,Asisat Oshoala,NGA,FW,29,1994,20.7,7,49,11,22.4,2.36,0.53,0.1,0.45,15.1,0,2,2,7.6,6.1,0.13,-0.6,-1.1,WUS-Women US A,2024,NGA,FW,29,1994,20.7,258,424,60.8,3987,811,139,211,65.9,90,126,71.4,18,34,52.9,1,2.4,2.8,-1.4,20,12,12,0,38,WUS-Women US A,2024,NGA,FW,29,1994,20.7,424,374,45,0,1,1,26,1,0,0,0,0,258,5,26,WUS-Women US A,2024,NGA,FW,29,1994,20.7,41,1.98,32,1,1,5,1,1,3,0.14,1,0,0,1,1,0,WUS-Women US A,2024,NGA,FW,29,1994,20.7,33,23,8,13,12,6,10,60.0,4,23,2,21,2,35,17,0,WUS-Women US A,2024,NGA,FW,29,1994,20.7,668,22,62,258,358,129,666,34,11,32.4,22,64.7,359,1769,636,30,14,30,58,38,412,114,WUS-Women US A,2024,NGA,FW,29,1994,20.7,3,0,0,28,11,13,26,2,23,1,1,0,69,26,36,41.9,WUS-Women US A,2024,NGA,FW,29,1994,25,1867,75,79.8,20.7,23,80,10,2,17,0,1.31,24,27,-3,-0.14,1.19,27.9,29.6,-1.8,-0.08,-0.3
