,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
303,WUS-Women US A,2024,Spirit,Brittany Ratcliffe,USA,"FW,MF",29,1994,5.7,3,18,9,50.0,3.15,1.57,0.17,0.33,14.5,0,0,0,2.2,2.2,0.12,0.8,0.8,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,109,150,72.7,1572,518,69,78,88.5,35,51,68.6,4,10,40.0,0,0.4,0.3,-0.4,5,5,6,2,15,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,150,144,5,0,0,0,12,2,3,0,0,0,109,1,9,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,12,2.1,8,0,1,2,1,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,11,6,4,7,0,6,13,46.2,7,8,0,8,4,15,7,0,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,234,5,47,83,108,20,234,20,7,35.0,12,60.0,145,934,416,16,3,6,12,9,141,39,WUS-Women US A,2024,USA,"FW,MF",29,1994,5.7,1,0,0,2,8,4,12,4,6,0,0,0,31,3,10,23.1,WUS-Women US A,2024,USA,"FW,MF",29,1994,23,515,22,22.0,5.7,3,66,1,20,16,3,2.24,12,6,6,1.05,0.21,9.9,7.8,2.1,0.36,-0.45
304,WUS-Women US A,2024,Spirit,Casey Krueger,USA,DF,33,1990,18.6,1,8,1,12.5,0.43,0.05,0.13,1.0,16.2,0,0,0,0.5,0.5,0.06,0.5,0.5,WUS-Women US A,2024,USA,DF,33,1990,18.6,600,864,69.4,9871,4760,313,373,83.9,234,335,69.9,45,111,40.5,3,1.1,0.5,1.9,16,51,6,2,56,WUS-Women US A,2024,USA,DF,33,1990,18.6,864,660,198,10,0,2,33,177,10,1,0,1,600,6,29,WUS-Women US A,2024,USA,DF,33,1990,18.6,35,1.88,22,5,2,5,0,1,5,0.27,5,0,0,0,0,0,WUS-Women US A,2024,USA,DF,33,1990,18.6,30,23,18,10,2,16,28,57.1,12,17,7,10,24,54,47,0,WUS-Women US A,2024,USA,DF,33,1990,18.6,1069,59,381,485,214,15,1069,40,17,42.5,23,57.5,514,2697,1358,34,17,6,35,18,537,42,WUS-Women US A,2024,USA,DF,33,1990,18.6,1,0,0,15,18,2,33,24,23,0,0,0,95,16,17,48.5,WUS-Women US A,2024,USA,DF,33,1990,22,1678,76,71.7,18.6,20,82,13,2,22,2,2.16,38,19,19,1.02,0.48,31.5,18.3,13.1,0.7,-0.03
305,WUS-Women US A,2024,Spirit,Chloe Ricketts,USA,"MF,FW",16,2007,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,12,18,66.7,121,24,7,10,70.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,18,17,0,0,0,1,0,0,0,0,0,0,12,1,0,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,2,9.0,2,0,0,0,0,0,1,4.5,1,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,3,2,1,1,1,2,2,100.0,0,1,0,1,0,3,0,0,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,31,0,5,13,13,3,31,4,1,25.0,3,75.0,18,137,29,1,1,1,1,2,20,4,WUS-Women US A,2024,USA,"MF,FW",16,2007,0.2,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,100.0,WUS-Women US A,2024,USA,"MF,FW",16,2007,4,20,5,0.9,0.2,0,,0,4,5,15,1.5,1,0,1,4.5,3.65,1.0,0.0,0.9,4.14,3.46
306,WUS-Women US A,2024,Spirit,Courtney Brown,,"FW,MF",,,10.5,1,23,7,30.4,2.19,0.67,0.04,0.14,16.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2,WUS-Women US A,2024,,"FW,MF",,,10.5,224,290,77.2,2978,517,133,151,88.1,71,85,83.5,6,20,30.0,0,0.8,0.7,-0.8,8,18,9,2,20,WUS-Women US A,2024,,"FW,MF",,,10.5,290,277,12,0,0,0,12,4,8,5,0,0,224,1,12,WUS-Women US A,2024,,"FW,MF",,,10.5,19,1.81,12,1,1,3,0,2,1,0.1,1,0,0,0,0,0,WUS-Women US A,2024,,"FW,MF",,,10.5,34,22,18,8,8,14,20,70.0,6,11,1,10,11,45,8,0,WUS-Women US A,2024,,"FW,MF",,,10.5,426,13,101,175,159,31,426,16,7,43.8,9,56.3,229,1147,423,13,7,7,25,33,253,42,WUS-Women US A,2024,,"FW,MF",,,10.5,0,0,0,16,5,1,12,11,22,0,0,0,57,4,8,33.3,WUS-Women US A,2024,,"FW,MF",,,24,947,39,40.5,10.5,10,67,2,14,20,1,2.24,16,7,9,0.86,-0.05,20.4,9.0,11.4,1.09,0.63
307,WUS-Women US A,2024,Spirit,Croix Bethune,USA,"MF,FW",22,2001,15.3,5,35,10,28.6,2.28,0.65,0.14,0.5,19.3,2,0,0,4.9,4.9,0.14,0.1,0.1,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,339,468,72.4,5387,1615,168,210,80.0,133,170,78.2,23,39,59.0,10,5.9,3.7,4.1,35,39,25,2,65,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,468,431,33,12,9,3,21,1,3,3,0,0,339,4,15,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,69,4.5,51,4,5,5,1,3,18,1.17,12,0,2,2,1,1,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,31,22,6,15,10,6,20,30.0,14,13,0,13,9,40,10,0,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,655,6,83,330,261,43,655,54,18,33.3,34,63.0,392,2101,1089,28,26,7,42,22,446,64,WUS-Women US A,2024,USA,"MF,FW",22,2001,15.3,1,0,0,11,26,4,21,9,22,1,0,0,82,3,7,30.0,WUS-Women US A,2024,USA,"MF,FW",22,2001,17,1381,81,59.0,15.3,16,84,3,1,45,0,2.18,33,17,16,1.04,0.39,26.9,16.6,10.3,0.67,-0.1
308,WUS-Women US A,2024,Spirit,Esme Morgan,ENG,DF,23,2000,5.0,0,2,1,50.0,0.4,0.2,0.0,0.0,12.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,WUS-Women US A,2024,ENG,DF,23,2000,5.0,280,318,88.1,5511,2319,90,98,91.8,162,179,90.5,25,37,67.6,0,0.1,0.1,-0.1,1,27,1,0,20,WUS-Women US A,2024,ENG,DF,23,2000,5.0,318,304,14,4,0,0,1,2,0,0,0,0,280,0,2,WUS-Women US A,2024,ENG,DF,23,2000,5.0,6,1.21,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,ENG,DF,23,2000,5.0,9,6,5,4,0,5,6,83.3,1,3,2,1,1,10,10,0,WUS-Women US A,2024,ENG,DF,23,2000,5.0,346,35,190,148,9,4,346,2,2,100.0,0,0.0,243,1058,727,5,1,0,0,1,261,6,WUS-Women US A,2024,ENG,DF,23,2000,5.0,1,0,0,3,0,0,1,1,6,0,0,0,17,1,3,25.0,WUS-Women US A,2024,ENG,DF,23,2000,6,448,75,19.1,5.0,5,84,3,1,26,3,1.78,10,4,6,1.21,0.4,10.4,6.0,4.4,0.88,0.21
309,WUS-Women US A,2024,Spirit,Gabrielle Carle,CAN,DF,25,1998,22.5,0,7,2,28.6,0.31,0.09,0.0,0.0,22.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,WUS-Women US A,2024,CAN,DF,25,1998,22.5,892,1227,72.7,14929,7019,411,486,84.6,399,534,74.7,67,148,45.3,2,2.8,1.9,-0.8,27,62,27,8,109,WUS-Women US A,2024,CAN,DF,25,1998,22.5,1227,946,276,33,2,1,40,238,5,2,0,0,892,5,39,WUS-Women US A,2024,CAN,DF,25,1998,22.5,58,2.58,49,5,0,1,0,3,3,0.13,3,0,0,0,0,0,WUS-Women US A,2024,CAN,DF,25,1998,22.5,69,42,31,28,10,24,46,52.2,22,30,6,24,30,99,56,0,WUS-Women US A,2024,CAN,DF,25,1998,22.5,1460,56,510,633,327,15,1460,23,9,39.1,13,56.5,703,3424,1832,49,31,8,31,21,793,64,WUS-Women US A,2024,CAN,DF,25,1998,22.5,2,0,0,23,8,1,40,30,42,0,1,0,85,10,17,37.0,WUS-Women US A,2024,CAN,DF,25,1998,26,2021,78,86.4,22.5,23,84,19,3,28,0,2.07,44,24,20,0.89,0.04,41.5,25.3,16.2,0.72,0.07
310,WUS-Women US A,2024,Spirit,Hal Hershfelt,USA,MF,21,2002,23.1,2,16,5,31.3,0.69,0.22,0.13,0.4,19.5,0,0,0,1.5,1.5,0.09,0.5,0.5,WUS-Women US A,2024,USA,MF,21,2002,23.1,926,1135,81.6,16673,4173,396,459,86.3,426,484,88.0,94,136,69.1,0,0.8,0.9,-0.8,15,91,8,1,96,WUS-Women US A,2024,USA,MF,21,2002,23.1,1135,1117,15,2,2,3,7,13,0,0,0,0,926,3,33,WUS-Women US A,2024,USA,MF,21,2002,23.1,50,2.17,43,0,0,3,1,3,6,0.26,4,0,0,1,0,1,WUS-Women US A,2024,USA,MF,21,2002,23.1,63,43,17,38,8,23,37,62.2,14,39,9,30,28,91,32,1,WUS-Women US A,2024,USA,MF,21,2002,23.1,1394,55,393,779,238,26,1394,28,17,60.7,11,39.3,821,3392,1341,15,15,2,42,16,925,30,WUS-Women US A,2024,USA,MF,21,2002,23.1,6,0,0,34,19,0,7,28,43,0,0,0,136,21,27,43.8,WUS-Women US A,2024,USA,MF,21,2002,25,2076,83,88.7,23.1,23,87,19,2,37,0,2.14,49,23,26,1.13,2.15,41.9,23.8,18.1,0.79,0.65
311,WUS-Women US A,2024,Spirit,Heather Stainbrook,,MF,,,4.9,1,8,2,25.0,1.63,0.41,0.13,0.5,17.2,0,0,0,0.7,0.7,0.08,0.3,0.3,WUS-Women US A,2024,,MF,,,4.9,164,229,71.6,2722,553,77,95,81.1,75,96,78.1,10,28,35.7,0,0.3,0.2,-0.3,7,10,3,0,18,WUS-Women US A,2024,,MF,,,4.9,229,204,24,4,0,1,17,0,19,2,9,0,164,1,5,WUS-Women US A,2024,,MF,,,4.9,14,2.84,7,2,1,3,0,1,1,0.2,0,0,0,1,0,0,WUS-Women US A,2024,,MF,,,4.9,8,4,1,5,2,4,6,66.7,2,9,0,9,8,16,4,1,WUS-Women US A,2024,,MF,,,4.9,286,6,60,140,90,12,286,4,3,75.0,1,25.0,149,600,213,8,4,3,10,6,149,10,WUS-Women US A,2024,,MF,,,4.9,2,0,0,10,1,0,17,8,4,0,0,0,25,1,2,33.3,WUS-Women US A,2024,,MF,,,11,442,40,18.9,4.9,4,86,3,7,14,14,2.38,8,4,4,0.81,-0.09,7.9,4.6,3.3,0.67,-0.05
312,WUS-Women US A,2024,Spirit,Jenna Butler,,MF,,,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,,MF,,,0.0,2,2,100.0,46,41,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,WUS-Women US A,2024,,MF,,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,WUS-Women US A,2024,,MF,,,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,MF,,,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,WUS-Women US A,2024,,MF,,,0.0,2,0,0,2,0,0,2,0,0,,0,,1,1,1,0,0,0,0,0,1,0,WUS-Women US A,2024,,MF,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WUS-Women US A,2024,,MF,,,1,1,1,0.0,0.0,0,,0,1,1,5,0.0,0,0,0,0.0,-0.88,0.1,0.0,0.1,6.7,5.99
313,WUS-Women US A,2024,Spirit,Kate Wiesner,,"DF,FW",,,5.8,1,4,2,50.0,0.69,0.35,0.25,0.5,18.2,1,0,0,0.6,0.6,0.14,0.4,0.4,WUS-Women US A,2024,,"DF,FW",,,5.8,189,274,69.0,3452,1366,78,97,80.4,86,118,72.9,22,45,48.9,0,0.3,0.3,-0.3,6,17,4,2,22,WUS-Women US A,2024,,"DF,FW",,,5.8,274,226,47,5,0,0,20,32,10,6,1,1,189,1,7,WUS-Women US A,2024,,"DF,FW",,,5.8,14,2.43,9,3,0,2,0,0,2,0.35,1,0,0,1,0,0,WUS-Women US A,2024,,"DF,FW",,,5.8,18,13,5,6,7,11,17,64.7,6,4,1,3,4,22,10,0,WUS-Women US A,2024,,"DF,FW",,,5.8,332,10,77,150,108,8,332,8,6,75.0,2,25.0,142,549,253,5,4,2,6,4,170,21,WUS-Women US A,2024,,"DF,FW",,,5.8,2,0,0,6,6,1,20,4,13,0,1,0,32,3,8,27.3,WUS-Women US A,2024,,"DF,FW",,,15,518,35,22.1,5.8,5,62,1,10,21,1,2.06,10,7,3,0.52,-0.47,9.2,9.5,-0.3,-0.05,-0.98
314,WUS-Women US A,2024,Spirit,Leicy Santos,COL,MF,27,1996,5.9,2,12,4,33.3,2.04,0.68,0.17,0.5,15.7,1,0,0,1.5,1.5,0.12,0.5,0.5,WUS-Women US A,2024,COL,MF,27,1996,5.9,206,271,76.0,2890,842,130,151,86.1,56,75,74.7,9,24,37.5,1,0.7,0.9,0.3,14,16,7,2,24,WUS-Women US A,2024,COL,MF,27,1996,5.9,271,250,18,6,2,0,15,1,11,1,4,0,206,3,7,WUS-Women US A,2024,COL,MF,27,1996,5.9,19,3.23,17,2,0,0,0,0,1,0.17,1,0,0,0,0,0,WUS-Women US A,2024,COL,MF,27,1996,5.9,13,9,3,5,5,5,14,35.7,9,4,0,4,1,14,2,0,WUS-Women US A,2024,COL,MF,27,1996,5.9,325,4,57,144,125,13,325,8,4,50.0,4,50.0,213,883,301,9,7,0,9,11,228,17,WUS-Women US A,2024,COL,MF,27,1996,5.9,1,0,0,4,8,0,15,1,9,0,0,0,35,2,6,25.0,WUS-Women US A,2024,COL,MF,27,1996,7,530,76,22.6,5.9,6,83,3,1,30,0,2.0,12,7,5,0.85,-0.05,10.3,7.2,3.2,0.54,-0.23
315,WUS-Women US A,2024,Spirit,Lena Silano,USA,"FW,MF",24,2000,1.7,2,5,3,60.0,2.96,1.78,0.4,0.67,13.5,0,0,0,0.8,0.8,0.15,1.2,1.2,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,29,54,53.7,505,122,20,31,64.5,5,12,41.7,4,5,80.0,0,0.1,0.0,-0.1,3,2,0,0,2,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,54,49,5,0,0,1,2,2,0,0,0,0,29,0,6,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,4,2.37,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,0,0,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,76,0,7,27,43,8,76,8,6,75.0,2,25.0,54,237,61,3,3,1,8,4,51,20,WUS-Women US A,2024,USA,"FW,MF",24,2000,1.7,0,1,0,9,0,3,2,0,2,0,0,0,12,1,6,14.3,WUS-Women US A,2024,USA,"FW,MF",24,2000,12,152,13,6.5,1.7,0,,0,12,13,11,2.07,3,3,0,0.0,-0.95,3.4,2.2,1.2,0.73,0.01
316,WUS-Women US A,2024,Spirit,Lyza Bosselmann,,GK,,,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,,GK,,,0.0,4,4,100.0,90,72,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,WUS-Women US A,2024,,GK,,,0.0,4,1,3,0,0,0,0,0,0,0,0,0,4,0,0,WUS-Women US A,2024,,GK,,,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,,GK,,,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,WUS-Women US A,2024,,GK,,,0.0,4,4,4,0,0,0,4,0,0,,0,,1,0,0,0,0,0,0,0,1,0,WUS-Women US A,2024,,GK,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,WUS-Women US A,2024,,GK,,,1,1,1,0.0,0.0,0,,0,1,1,7,0.0,0,0,0,0.0,-0.88,0.0,0.2,-0.2,-19.36,-20.08
317,WUS-Women US A,2024,Spirit,Makenna Morris,USA,"FW,MF",21,2002,6.0,5,19,10,52.6,3.19,1.68,0.26,0.5,13.1,0,0,0,4.8,4.8,0.25,0.2,0.2,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,103,149,69.1,1364,424,70,86,81.4,26,36,72.2,3,9,33.3,2,0.6,0.5,1.4,5,10,7,0,18,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,149,146,3,0,0,0,5,3,0,0,0,0,103,0,11,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,19,3.19,14,0,3,1,1,0,3,0.5,2,0,0,0,1,0,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,12,8,4,7,1,5,9,55.6,4,7,0,7,1,13,4,0,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,233,3,41,82,115,28,233,23,8,34.8,15,65.2,145,645,302,9,6,7,15,8,154,40,WUS-Women US A,2024,USA,"FW,MF",21,2002,6.0,0,0,0,4,5,1,5,1,8,1,0,0,24,0,2,0.0,WUS-Women US A,2024,USA,"FW,MF",21,2002,12,536,45,22.9,6.0,4,73,0,8,31,5,1.73,11,5,6,1.01,0.16,12.9,5.7,7.2,1.2,0.63
318,WUS-Women US A,2024,Spirit,Ouleymata Sarr,FRA,FW,28,1995,14.8,8,45,21,46.7,3.05,1.42,0.18,0.38,15.2,1,0,0,8.5,8.5,0.19,-0.5,-0.5,WUS-Women US A,2024,FRA,FW,28,1995,14.8,216,351,61.5,3037,601,132,185,71.4,58,93,62.4,10,22,45.5,2,2.1,1.6,-0.1,20,11,10,2,24,WUS-Women US A,2024,FRA,FW,28,1995,14.8,351,323,26,0,2,2,14,2,6,5,0,0,216,2,17,WUS-Women US A,2024,FRA,FW,28,1995,14.8,47,3.19,35,0,4,5,2,1,9,0.61,6,0,2,0,0,1,WUS-Women US A,2024,FRA,FW,28,1995,14.8,15,10,4,9,2,5,12,41.7,7,17,2,15,2,17,2,0,WUS-Women US A,2024,FRA,FW,28,1995,14.8,525,4,38,227,261,83,525,20,8,40.0,10,50.0,311,1230,470,14,11,10,56,26,399,104,WUS-Women US A,2024,FRA,FW,28,1995,14.8,1,0,0,17,25,11,14,2,10,0,0,0,44,34,26,56.7,WUS-Women US A,2024,FRA,FW,28,1995,19,1328,70,56.8,14.8,19,70,4,0,,0,2.16,31,16,15,1.02,0.31,25.3,14.6,10.7,0.73,0.03
319,WUS-Women US A,2024,Spirit,Paige Metayer,USA,"DF,MF",23,2000,11.6,1,6,1,16.7,0.52,0.09,0.17,1.0,11.6,0,0,0,0.7,0.7,0.12,0.3,0.3,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,450,608,74.0,7054,2926,230,276,83.3,185,250,74.0,21,49,42.9,1,1.3,1.3,-0.3,15,44,8,2,45,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,608,513,94,8,1,1,17,84,2,2,0,0,450,1,20,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,24,2.07,23,0,0,0,0,1,2,0.17,2,0,0,0,0,0,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,32,18,18,11,3,15,23,65.2,8,20,9,11,16,48,28,0,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,744,38,255,351,146,12,744,14,7,50.0,7,50.0,389,1647,823,20,15,1,17,14,404,33,WUS-Women US A,2024,USA,"DF,MF",23,2000,11.6,2,0,0,8,2,0,17,16,18,0,0,0,75,10,12,45.5,WUS-Women US A,2024,USA,"DF,MF",23,2000,20,1044,52,44.6,11.6,11,82,8,9,16,4,1.96,19,19,0,0.0,-1.6,20.0,15.2,4.8,0.41,-0.54
320,WUS-Women US A,2024,Spirit,Rosemonde Kouassi,CIV,FW,22,2001,6.1,0,19,7,36.8,3.1,1.14,0.0,0.0,16.6,0,0,0,1.9,1.9,0.1,-1.9,-1.9,WUS-Women US A,2024,CIV,FW,22,2001,6.1,82,112,73.2,1221,330,48,62,77.4,26,36,72.2,5,6,83.3,2,3.2,1.8,-1.2,14,7,9,1,14,WUS-Women US A,2024,CIV,FW,22,2001,6.1,112,110,1,0,1,0,9,0,0,0,0,0,82,1,2,WUS-Women US A,2024,CIV,FW,22,2001,6.1,33,5.38,18,0,9,1,4,1,5,0.82,2,0,1,0,2,0,WUS-Women US A,2024,CIV,FW,22,2001,6.1,13,10,3,5,5,4,12,33.3,8,5,0,5,2,15,0,0,WUS-Women US A,2024,CIV,FW,22,2001,6.1,216,1,18,61,146,42,216,48,19,39.6,28,58.3,145,1494,770,32,11,23,17,16,140,55,WUS-Women US A,2024,CIV,FW,22,2001,6.1,1,1,0,8,12,4,9,2,10,1,0,0,22,2,5,28.6,WUS-Women US A,2024,CIV,FW,22,2001,8,552,69,23.6,6.1,7,76,2,1,20,1,1.7,9,7,2,0.33,-0.73,12.0,6.9,5.1,0.83,0.16
321,WUS-Women US A,2024,Spirit,Tara McKeown,USA,DF,24,1999,26.0,0,11,3,27.3,0.42,0.12,0.0,0.0,14.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,WUS-Women US A,2024,USA,DF,24,1999,26.0,1400,1631,85.8,26549,10286,439,489,89.8,851,925,92.0,104,188,55.3,1,1.1,0.4,-0.1,9,79,4,1,78,WUS-Women US A,2024,USA,DF,24,1999,26.0,1631,1566,63,58,1,1,8,1,0,0,0,0,1400,2,15,WUS-Women US A,2024,USA,DF,24,1999,26.0,26,1.0,23,0,1,1,0,1,2,0.08,1,0,1,0,0,0,WUS-Women US A,2024,USA,DF,24,1999,26.0,47,28,30,15,2,21,29,72.4,8,22,13,9,31,78,133,3,WUS-Women US A,2024,USA,DF,24,1999,26.0,1901,253,1147,719,62,19,1901,13,10,76.9,3,23.1,1207,5760,3112,19,14,0,18,7,1241,8,WUS-Women US A,2024,USA,DF,24,1999,26.0,2,0,0,22,12,2,8,31,28,0,2,1,163,33,30,52.4,WUS-Women US A,2024,USA,DF,24,1999,26,2340,90,100.0,26.0,26,90,26,0,,0,2.07,51,28,23,0.88,,46.6,28.1,18.5,0.71,
322,WUS-Women US A,2024,Spirit,Trinity Rodman,USA,"FW,MF",21,2002,19.6,8,81,36,44.4,4.14,1.84,0.09,0.19,18.3,0,1,1,7.1,6.3,0.08,0.9,0.7,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,366,588,62.2,6079,2120,193,264,73.1,130,201,64.7,37,77,48.1,6,8.5,5.5,-2.5,47,30,29,13,56,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,588,563,22,2,7,3,64,20,0,0,0,0,366,3,24,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,84,4.29,59,0,10,5,7,3,14,0.72,9,0,2,2,1,0,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,44,34,20,19,5,18,31,58.1,13,32,1,31,23,67,18,0,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,956,21,160,356,463,115,955,118,53,44.9,60,50.8,610,4969,3029,125,41,53,59,29,616,190,WUS-Women US A,2024,USA,"FW,MF",21,2002,19.6,4,0,0,23,45,7,64,23,34,1,0,0,127,31,9,77.5,WUS-Women US A,2024,USA,"FW,MF",21,2002,23,1761,77,75.3,19.6,20,82,7,3,43,0,2.19,42,21,21,1.07,0.76,36.8,18.8,18.1,0.92,0.85
